34.84975245,32.01400244,0,0.75
34.84964483,32.01426977,0,0.75
34.84966948,32.01413121,0,0.75
34.84942537,32.01445468,0,0.75
34.84938013,32.01459234,0,0.75
34.84880181,32.01511005,0,0.75
34.84865349,32.01520913,0,0.75
34.84887002,32.0149446,0,0.75
34.84802,32.0154945,0,0.75
34.84785735,32.01558303,0,0.75
34.84776429,32.01562775,0,0.75
34.84707017,32.01569734,0,0.75
34.84690705,32.01570648,0,0.75
34.84612741,32.01554621,0,0.75
34.84606065,32.01551751,0,0.75
34.84599633,32.01544721,0,0.75
34.84587552,32.01540483,0,0.75
34.84566842,32.01517281,0,0.75
34.84541503,32.01476276,0,0.75
34.84541079,32.01393549,0,0.75
34.84539579,32.01414408,0,0.75
34.84562092,32.01365305,0,0.75
34.84547861,32.014004,0,0.75
34.84576679,32.01331304,0,0.75
34.84551006,32.01407258,0,0.75
34.84651624,32.01273061,0,0.75
34.84659543,32.01265745,0,0.75
34.84712875,32.01249244,0,0.75
34.84729602,32.01252306,0,0.75
34.8473954,32.01254503,0,0.75
34.84794786,32.01248718,0,0.75
34.84845167,32.012722,0,0.75
34.84852869,32.01264507,0,0.75
34.84909028,32.01315089,0,0.75
34.84913531,32.01297136,0,0.75
34.84927512,32.01358389,0,0.75
34.84935364,32.01390718,0,0.75
34.849347,32.01399781,0,0.75
34.84933589,32.01408225,0,0.75
34.84905249,32.01508732,0,0.75
